SECCION,CASILLA,LOCALIDAD,DOMICILIO
765,C2,DOLORES HIDALGO,"DESARROLLO INTEGRAL DE LA FAMILIA MUNICIPAL, CALLE ACTINIO, NÚMERO 1, FRACCIONAMIENTO LA ESPERANZA 2, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, AVENIDA SUR ESQUINA CON CALLE ACTINIO"
766,B1,DOLORES HIDALGO,"ESCUELA TELESECUNDARIA NÚMERO 474, CALLE JOS ALFREDO JIMNEZ, NÚMERO 29, COLONIA LINDAVISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ATILANO CORRAL Y 13 DE SEPTIEMBRE"
766,C1,DOLORES HIDALGO,"ESCUELA TELESECUNDARIA NÚMERO 474, CALLE JOS ALFREDO JIMNEZ, NÚMERO 29, COLONIA LINDAVISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ATILANO CORRAL Y 13 DE SEPTIEMBRE"
766,C2,DOLORES HIDALGO,"ESCUELA TELESECUNDARIA NÚMERO 474, CALLE JOS ALFREDO JIMNEZ, NÚMERO 29, COLONIA LINDAVISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ATILANO CORRAL Y 13 DE SEPTIEMBRE"
766,C3,DOLORES HIDALGO,"ESCUELA TELESECUNDARIA NÚMERO 474, CALLE JOS ALFREDO JIMNEZ, NÚMERO 29, COLONIA LINDAVISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ATILANO CORRAL Y 13 DE SEPTIEMBRE"
766,C4,DOLORES HIDALGO,"ESCUELA TELESECUNDARIA NÚMERO 474, CALLE JOS ALFREDO JIMNEZ, NÚMERO 29, COLONIA LINDAVISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ATILANO CORRAL Y 13 DE SEPTIEMBRE"
767,B1,DOLORES HIDALGO,"ESCUELA PRIMARIA FRANCISCO VILLA, CALLE MIGUEL HIDALGO, NÚMERO 4, COLONIA LINDAVISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES AVENIDA DIVISIóN DEL NORTE Y PµNFILO NATERA"
767,C1,DOLORES HIDALGO,"ESCUELA PRIMARIA FRANCISCO VILLA, CALLE MIGUEL HIDALGO, NÚMERO 4, COLONIA LINDAVISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES AVENIDA DIVISIóN DEL NORTE Y PµNFILO NATERA"
767,C2,DOLORES HIDALGO,"ESCUELA PRIMARIA FRANCISCO VILLA, CALLE MIGUEL HIDALGO, NÚMERO 4, COLONIA LINDAVISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES AVENIDA DIVISIóN DEL NORTE Y PµNFILO NATERA"
768,B1,DOLORES HIDALGO,"CASA AMARILLA CON PUERTA NEGRA , CALLE VENUSTIANO CARRANZA, NÚMERO 5, COLONIA LINDA VISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES PASCUAL ORTóZ RUBIO Y ADOLFO LOPEZ MATEOS"
768,C1,DOLORES HIDALGO,"CASA AMARILLA CON PUERTA NEGRA , CALLE VENUSTIANO CARRANZA, NÚMERO 5, COLONIA LINDA VISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES PASCUAL ORTóZ RUBIO Y ADOLFO LOPEZ MATEOS"
768,C2,DOLORES HIDALGO,"CASA AMARILLA CON PUERTA NEGRA , CALLE VENUSTIANO CARRANZA, NÚMERO 5, COLONIA LINDA VISTA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES PASCUAL ORTóZ RUBIO Y ADOLFO LOPEZ MATEOS"
769,B1,DOLORES HIDALGO,"ESCUELA PRIMARIA URBANA NÚMERO 1 COCOMACµN, CALLE PROLONGACIóN HIDALGO, NÚMERO 100, ZONA CENTRO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE AVENIDA SUR Y 6 DE ABRIL"
769,C1,DOLORES HIDALGO,"ESCUELA PRIMARIA URBANA NÚMERO 1 COCOMACµN, CALLE PROLONGACIóN HIDALGO, NÚMERO 100, ZONA CENTRO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE AVENIDA SUR Y 6 DE ABRIL"
770,B1,DOLORES HIDALGO,"JARDóN DE NIñOS VIRGINIA SOTO RODRóGUEZ, AVENIDA GUANAJUATO, NÚMERO 10, ZONA CENTRO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES TAMAULIPAS Y DISTRITO FEDERAL"
770,C1,DOLORES HIDALGO,"JARDóN DE NIñOS VIRGINIA SOTO RODRóGUEZ, AVENIDA GUANAJUATO, NÚMERO 10, ZONA CENTRO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES TAMAULIPAS Y DISTRITO FEDERAL"
771,B1,DOLORES HIDALGO,"AGORA DE LA ALAMEDA, CANCHA DE USOS MéLTIPLES, CALLE GUANAJUATO, SIN NÚMERO, ZONA CENTRO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A 900 METROS DEL CENTRO"
771,C1,DOLORES HIDALGO,"AGORA DE LA ALAMEDA, CANCHA DE USOS MéLTIPLES, CALLE GUANAJUATO, SIN NÚMERO, ZONA CENTRO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A 900 METROS DEL CENTRO"
772,B1,DOLORES HIDALGO,"ESCUELA SECUNDARIA GENERAL CUNA DE LA INDEPENDENCIA, AVENIDA SUR, NÚMERO 106, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES PROLONGACIóN QUINTANA ROO Y GUADALUPE VICTORIA"
772,C1,DOLORES HIDALGO,"ESCUELA SECUNDARIA GENERAL CUNA DE LA INDEPENDENCIA, AVENIDA SUR, NÚMERO 106, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES PROLONGACIóN QUINTANA ROO Y GUADALUPE VICTORIA"
772,C2,DOLORES HIDALGO,"ESCUELA SECUNDARIA GENERAL CUNA DE LA INDEPENDENCIA, AVENIDA SUR, NÚMERO 106, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES PROLONGACIóN QUINTANA ROO Y GUADALUPE VICTORIA"
772,C3,DOLORES HIDALGO,"ESCUELA SECUNDARIA GENERAL CUNA DE LA INDEPENDENCIA, AVENIDA SUR, NÚMERO 106, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES PROLONGACIóN QUINTANA ROO Y GUADALUPE VICTORIA"
772,C4,DOLORES HIDALGO,"ESCUELA SECUNDARIA GENERAL CUNA DE LA INDEPENDENCIA, AVENIDA SUR, NÚMERO 106, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES PROLONGACIóN QUINTANA ROO Y GUADALUPE VICTORIA"
773,B1,DOLORES HIDALGO,"CENTRO DEL BIENESTAR DEL ADULTO MAYOR, CALLE TAMAULIPAS, NÚMERO 114, ZONA CENTRO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA ESTACIóN DE BOMBEROS"
773,C1,DOLORES HIDALGO,"CENTRO DEL BIENESTAR DEL ADULTO MAYOR, CALLE TAMAULIPAS, NÚMERO 114, ZONA CENTRO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA ESTACIóN DE BOMBEROS"
774,B1,DOLORES HIDALGO,"ESCUELA PRIMARIA INSURGENTES, AVENIDA SUR, NÚMERO 1, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES MATAMOROS Y AVENIDA HEROICO COLEGIO MILITAR"
774,C1,DOLORES HIDALGO,"ESCUELA PRIMARIA INSURGENTES, AVENIDA SUR, NÚMERO 1, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES MATAMOROS Y AVENIDA HEROICO COLEGIO MILITAR"
774,C2,DOLORES HIDALGO,"ESCUELA PRIMARIA INSURGENTES, AVENIDA SUR, NÚMERO 1, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES MATAMOROS Y AVENIDA HEROICO COLEGIO MILITAR"
774,C3,DOLORES HIDALGO,"ESCUELA PRIMARIA INSURGENTES, AVENIDA SUR, NÚMERO 1, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES MATAMOROS Y AVENIDA HEROICO COLEGIO MILITAR"
774,C4,DOLORES HIDALGO,"ESCUELA PRIMARIA INSURGENTES, AVENIDA SUR, NÚMERO 1, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES MATAMOROS Y AVENIDA HEROICO COLEGIO MILITAR"
774,C5,DOLORES HIDALGO,"ESCUELA PRIMARIA INSURGENTES, AVENIDA SUR, NÚMERO 1, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES MATAMOROS Y AVENIDA HEROICO COLEGIO MILITAR"
774,C6,DOLORES HIDALGO,"ESCUELA PRIMARIA INSURGENTES, AVENIDA SUR, NÚMERO 1, COLONIA INSURGENTES, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES MATAMOROS Y AVENIDA HEROICO COLEGIO MILITAR"
775,B1,DOLORES HIDALGO,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE PROLONGACIóN JOS ALFREDO JIMNEZ, SIN NÚMERO, COLONIA LOMA BONITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ORIZABA E INDEPENDENCIA"
775,C1,DOLORES HIDALGO,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE PROLONGACIóN JOS ALFREDO JIMNEZ, SIN NÚMERO, COLONIA LOMA BONITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ORIZABA E INDEPENDENCIA"
775,C2,DOLORES HIDALGO,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE PROLONGACIóN JOS ALFREDO JIMNEZ, SIN NÚMERO, COLONIA LOMA BONITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ORIZABA E INDEPENDENCIA"
775,C3,DOLORES HIDALGO,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE PROLONGACIóN JOS ALFREDO JIMNEZ, SIN NÚMERO, COLONIA LOMA BONITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ORIZABA E INDEPENDENCIA"
775,C4,DOLORES HIDALGO,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE PROLONGACIóN JOS ALFREDO JIMNEZ, SIN NÚMERO, COLONIA LOMA BONITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ORIZABA E INDEPENDENCIA"
775,C5,DOLORES HIDALGO,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE PROLONGACIóN JOS ALFREDO JIMNEZ, SIN NÚMERO, COLONIA LOMA BONITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ORIZABA E INDEPENDENCIA"
775,C6,DOLORES HIDALGO,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE PROLONGACIóN JOS ALFREDO JIMNEZ, SIN NÚMERO, COLONIA LOMA BONITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ORIZABA E INDEPENDENCIA"
775,C7,DOLORES HIDALGO,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE PROLONGACIóN JOS ALFREDO JIMNEZ, SIN NÚMERO, COLONIA LOMA BONITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ORIZABA E INDEPENDENCIA"
775,C8,DOLORES HIDALGO,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE PROLONGACIóN JOS ALFREDO JIMNEZ, SIN NÚMERO, COLONIA LOMA BONITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES ORIZABA E INDEPENDENCIA"
776,B1,LAS YERBAS,"ESCUELA PRIMARIA PEDRO MORENO, AVENIDA INDUSTRIAL, SIN NÚMERO, LOCALIDAD LAS YERBAS, CóDIGO POSTAL 37820, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DEL CAMINO A MONJAS"
776,C1,LAS YERBAS,"ESCUELA PRIMARIA PEDRO MORENO, AVENIDA INDUSTRIAL, SIN NÚMERO, LOCALIDAD LAS YERBAS, CóDIGO POSTAL 37820, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DEL CAMINO A MONJAS"
777,B1,ADJUNTAS DEL MONTE,"ESCUELA PRIMARIA LUIS G MONZóN, CALLE PLAZA PRINCIPAL, SIN NÚMERO, LOCALIDAD ADJUNTAS DEL MONTE, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DEL TEMPLO A LA COMUNIDAD"
777,C1,ADJUNTAS DEL MONTE,"ESCUELA PRIMARIA LUIS G MONZóN, CALLE PLAZA PRINCIPAL, SIN NÚMERO, LOCALIDAD ADJUNTAS DEL MONTE, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DEL TEMPLO A LA COMUNIDAD"
778,B1,LA CALIFORNIA,"ESCUELA PRIMARIA NORIAS DE BAJAN, CALLE HIDALGO, SIN NÚMERO, LOCALIDAD LA CALIFORNIA, CóDIGO POSTAL 37803, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA IGLESIA"
778,C1,LA CALIFORNIA,"ESCUELA PRIMARIA NORIAS DE BAJAN, CALLE HIDALGO, SIN NÚMERO, LOCALIDAD LA CALIFORNIA, CóDIGO POSTAL 37803, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA IGLESIA"
778,C2,LA CALIFORNIA,"ESCUELA PRIMARIA NORIAS DE BAJAN, CALLE HIDALGO, SIN NÚMERO, LOCALIDAD LA CALIFORNIA, CóDIGO POSTAL 37803, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA IGLESIA"
779,B1,PEñA PRIETA,"ESCUELA PRIMARIA IGNACIO ZARAGOZA, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD PEñA PRIETA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES 5 DE MAYO Y GUANAJUATO"
779,E1,MANZANOS,"ESCUELA PRIMARIA INDEPENDENCIA , PROLONGACIóN MIGUEL HIDALGO, SIN NÚMERO, LOCALIDAD MANZANOS, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO. , FRENTE AL JARDóN DE NIñOS"
780,B1,TEPOZAN 2,"ESCUELA PRIMARIA AMADO NERVO, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD TEPOZµN 2, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, éNICA PRIMARIA DE LA LOCALIDAD"
780,C1,TEPOZAN 2,"ESCUELA PRIMARIA AMADO NERVO, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD TEPOZµN 2, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, éNICA PRIMARIA DE LA LOCALIDAD"
781,B1,SOLEDAD NUEVA,"ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA, CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD SOLEDAD NUEVA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, éNICA PRIMARIA DE LA LOCALIDAD"
781,C1,SOLEDAD NUEVA,"ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA, CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD SOLEDAD NUEVA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, éNICA PRIMARIA DE LA LOCALIDAD"
781,C2,SOLEDAD NUEVA,"ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA, CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD SOLEDAD NUEVA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, éNICA PRIMARIA DE LA LOCALIDAD"
782,B1,LA QUEMADITA,"ESCUELA PRIMARIA JOS MARóA MORELOS Y PAVóN, CALLE JOS MARóA MORELOS Y PAVóN, SIN NÚMERO, LOCALIDAD LA QUEMADITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA DOLORES HIDALGO A SAN DIEGO"
782,C1,LA QUEMADITA,"ESCUELA PRIMARIA JOS MARóA MORELOS Y PAVóN, CALLE JOS MARóA MORELOS Y PAVóN, SIN NÚMERO, LOCALIDAD LA QUEMADITA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA DOLORES HIDALGO A SAN DIEGO"
783,B1,DELGADILLO,"ESCUELA PRIMARIA IGNACIO ALLENDE, AVENIDA FERROCARRIL, SIN NÚMERO, LOCALIDAD DELGADILLO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLE ALLENDE Y CAMINO REAL"
783,C1,DELGADILLO,"ESCUELA PRIMARIA IGNACIO ALLENDE, AVENIDA FERROCARRIL, SIN NÚMERO, LOCALIDAD DELGADILLO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLE ALLENDE Y CAMINO REAL"
784,B1,PALMA PRIETA,"JARDóN DE NIñOS CRISTóBAL COLóN, CALLE PALMITAS, SIN NÚMERO, LOCALIDAD PALMA PRIETA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES CEDROS Y PIRULES"
784,C1,PALMA PRIETA,"JARDóN DE NIñOS CRISTóBAL COLóN, CALLE PALMITAS, SIN NÚMERO, LOCALIDAD PALMA PRIETA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE CALLES CEDROS Y PIRULES"
785,B1,MONTELONGO,"ESCUELA PRIMARIA MIGUEL HIDALGO, CALLE GUANAJUATO, SIN NÚMERO, LOCALIDAD MONTELONGO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA A LA CALIFORNIA"
785,C1,MONTELONGO,"ESCUELA PRIMARIA MIGUEL HIDALGO, CALLE GUANAJUATO, SIN NÚMERO, LOCALIDAD MONTELONGO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA A LA CALIFORNIA"
786,B1,TRANCAS VIEJAS,"ESCUELA PRIMARIA GUADALUPE VICTORIA, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD TRANCAS VIEJAS, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA IGLESIA"
786,C1,TRANCAS VIEJAS,"ESCUELA PRIMARIA GUADALUPE VICTORIA, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD TRANCAS VIEJAS, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA IGLESIA"
787,B1,TRANCAS,"ESCUELA PRIMARIA GENERAL JUAN µLVAREZ, CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD TRANCAS, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ATRµS DEL CAMPO DE FUT BOL"
787,C1,TRANCAS,"ESCUELA PRIMARIA GENERAL JUAN µLVAREZ, CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD TRANCAS, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ATRµS DEL CAMPO DE FUT BOL"
788,B1,CALVARITO,"ESCUELA PRIMARIA RURAL ESTATAL NUMERO 33 LEONA VICARIO, CALLE LEONA VICARIO, SIN NÚMERO, LOCALIDAD EL CALVARITO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE AVENIDA CALVARITO Y AVENIDA SAN AGUSTóN"
788,C1,CALVARITO,"ESCUELA PRIMARIA RURAL ESTATAL NUMERO 33 LEONA VICARIO, CALLE LEONA VICARIO, SIN NÚMERO, LOCALIDAD EL CALVARITO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE AVENIDA CALVARITO Y AVENIDA SAN AGUSTóN"
789,B1,LA CEJA DE SAN AGUSTIN,"ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA, CALLE MIGUEL HIDALGO, SIN NÚMERO, LOCALIDAD LA CEJA DE SAN AGUSTóN, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DEL TINACO DE AGUA"
790,B1,SAN JOSE DE LAGUNILLA,"ESCUELA SECUNDARIA TCNICA 49, CARRETERA DOLORES SAN LUIS DE LA PAZ, SIN NÚMERO, LOCALIDAD SAN JOS DE LAGUNILLA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA DOLORES HIDALGO A SAN LUIS DE LA PAZ"
790,C1,SAN JOSE DE LAGUNILLA,"ESCUELA SECUNDARIA TCNICA 49, CARRETERA DOLORES SAN LUIS DE LA PAZ, SIN NÚMERO, LOCALIDAD SAN JOS DE LAGUNILLA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA DOLORES HIDALGO A SAN LUIS DE LA PAZ"
790,C2,SAN JOSE DE LAGUNILLA,"ESCUELA SECUNDARIA TCNICA 49, CARRETERA DOLORES SAN LUIS DE LA PAZ, SIN NÚMERO, LOCALIDAD SAN JOS DE LAGUNILLA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA DOLORES HIDALGO A SAN LUIS DE LA PAZ"
790,C3,SAN JOSE DE LAGUNILLA,"ESCUELA SECUNDARIA TCNICA 49, CARRETERA DOLORES SAN LUIS DE LA PAZ, SIN NÚMERO, LOCALIDAD SAN JOS DE LAGUNILLA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA DOLORES HIDALGO A SAN LUIS DE LA PAZ"
791,B1,TERRERO DE LA SABANA,"ESCUELA PRIMARIA HROES DE MXICO, CALLE NUEVO LEóN, SIN NÚMERO, LOCALIDAD TERRERO DE LA SABANA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DEL CAMINO A LA SABANA"
791,C1,TERRERO DE LA SABANA,"ESCUELA PRIMARIA HROES DE MXICO, CALLE NUEVO LEóN, SIN NÚMERO, LOCALIDAD TERRERO DE LA SABANA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DEL CAMINO A LA SABANA"
792,B1,EL CARMEN 1,"ESCUELA PRIMARIA FRANCISCO I MADERO, CALLE FRANCISCO I MADERO, SIN NÚMERO, LOCALIDAD EL CARMEN 1, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA TELESECUNDARIA"
792,C1,EL CARMEN 1,"ESCUELA PRIMARIA FRANCISCO I MADERO, CALLE FRANCISCO I MADERO, SIN NÚMERO, LOCALIDAD EL CARMEN 1, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA TELESECUNDARIA"
792,C2,EL CARMEN 1,"ESCUELA PRIMARIA FRANCISCO I MADERO, CALLE FRANCISCO I MADERO, SIN NÚMERO, LOCALIDAD EL CARMEN 1, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA TELESECUNDARIA"
793,B1,RIO LAJA,"TELESECUNDARIA NÚMERO 87, CALLE TELESECUNDARIA, SIN NÚMERO, LOCALIDAD RóO LAJA, CóDIGO POSTAL 37810, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES POTRERO DE LA SALUD Y LµZARO CµRDENAS"
793,C1,RIO LAJA,"TELESECUNDARIA NÚMERO 87, CALLE TELESECUNDARIA, SIN NÚMERO, LOCALIDAD RóO LAJA, CóDIGO POSTAL 37810, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES POTRERO DE LA SALUD Y LµZARO CµRDENAS"
793,C2,RIO LAJA,"TELESECUNDARIA NÚMERO 87, CALLE TELESECUNDARIA, SIN NÚMERO, LOCALIDAD RóO LAJA, CóDIGO POSTAL 37810, DOLORES HIDALGO, GUANAJUATO, ENTRE LAS CALLES POTRERO DE LA SALUD Y LµZARO CµRDENAS"
794,B1,PRESA DEL GALLINERO,"ESCUELA PRIMARIA CUAUHTMOC, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD PRESA DEL GALLINERO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA DOLORES Y SAN FELIPE"
794,C1,PRESA DEL GALLINERO,"ESCUELA PRIMARIA CUAUHTMOC, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD PRESA DEL GALLINERO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA DOLORES Y SAN FELIPE"
794,C2,PRESA DEL GALLINERO,"ESCUELA PRIMARIA CUAUHTMOC, DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD PRESA DEL GALLINERO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DE LA CARRETERA DOLORES Y SAN FELIPE"
795,B1,REFUGIO DE TRANCAS,"ESCUELA PRIMARIA NIñOS HROES, CALLE NIñOS HROES, SIN NÚMERO, LOCALIDAD REFUGIO DE TRANCAS, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DEL CAMINO PRINCIPAL"
795,E1,ESTANCIA DE ZAMARRIPA,"ESCUELA PRIMARIA MIGUEL HIDALGO, CALLE HIDALGO, NÚMERO 1, LOCALIDAD ESTANCIA DE ZAMARRIPA, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, A UN COSTADO DEL CAMINO QUE CONDUCE A PUERTA DEL CERROTE"
796,B1,EL GALLINERO,"ESCUELA PRIMARIA VALENTóN GóMEZ FARóAS, CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD EL GALLINERO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE AVENIDA GUERRERO Y PRIVADA PALMA"
796,C1,EL GALLINERO,"ESCUELA PRIMARIA VALENTóN GóMEZ FARóAS, CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD EL GALLINERO, CóDIGO POSTAL 37800, DOLORES HIDALGO, GUANAJUATO, ENTRE AVENIDA GUERRERO Y PRIVADA PALMA"
